"","Untreated__WT","Untreated__WT.1","Untreated__WT.2","Untreated__ARID1A_KO","Untreated__ARID1A_KO.1","Untreated__ARID1A_KO.2","Untreated__MED12_KO","Untreated__MED12_KO.1","Untreated__MED12_KO.2","Vermurafenib_1uM__WT","Vermurafenib_1uM__WT.1","Vermurafenib_1uM__WT.2","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__ARID1A_KO.1","Vermurafenib_1uM__ARID1A_KO.2","Vermurafenib_1uM__MED12_KO","Vermurafenib_1uM__MED12_KO.1","Vermurafenib_1uM__MED12_KO.2","Trametinib_10nM__WT","Trametinib_10nM__WT.1","Trametinib_10nM__WT.2","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__ARID1A_KO.1","Trametinib_10nM__ARID1A_KO.2","Trametinib_10nM__MED12_KO","Trametinib_10nM__MED12_KO.1","Trametinib_10nM__MED12_KO.2","vemurafenib_and_trametinib__WT","vemurafenib_and_trametinib__WT.1","vemurafenib_and_trametinib__WT.2","vemurafenib_and_trametinib__ARID1A_KO","vemurafenib_and_trametinib__ARID1A_KO.1","vemurafenib_and_trametinib__ARID1A_KO.2","vemurafenib_and_trametinib__MED12_KO","vemurafenib_and_trametinib__MED12_KO.1","vemurafenib_and_trametinib__MED12_KO.2","vemurafenib_and_trametinib__WT.3","Vermurafenib_1uM__WT.3","Trametinib_10nM__WT.3","vemurafenib_and_trametinib__ARID1A_KO.3","Vermurafenib_1uM__ARID1A_KO.3","Trametinib_10nM__ARID1A_KO.3","vemurafenib_and_trametinib__MED12_KO.3","Vermurafenib_1uM__MED12_KO.3","Trametinib_10nM__MED12_KO.3","Untreated__WT.3","Vermurafenib_1uM__WT.4","Trametinib_10nM__WT.4","Untreated__ARID1A_KO.3","Vermurafenib_1uM__ARID1A_KO.4","Trametinib_10nM__ARID1A_KO.4","Untreated__MED12_KO.3","Vermurafenib_1uM__MED12_KO.4","Trametinib_10nM__MED12_KO.4","Untreated__WT.4","Vermurafenib_1uM__WT.5","Trametinib_10nM__WT.5","Untreated__ARID1A_KO.4","Vermurafenib_1uM__ARID1A_KO.5","Trametinib_10nM__ARID1A_KO.5","Untreated__MED12_KO.4","Vermurafenib_1uM__MED12_KO.5","Trametinib_10nM__MED12_KO.5"
"MAPK14",0.149436681748206,0.038708900777198,0.0301127300679277,0.0769009481304365,0.0261845385219263,-0.0206029823601049,0.122575794151994,0.0247262781973014,0.0287200465389711,0.323923712717623,0.227067540562192,0.153588389919897,0.246690743640469,0.265582866735794,0.259444406344228,0.232821717401394,0.199425897681741,0.263454765192478,0.287518137041776,0.283740232834269,0.27414722070639,0.183832691898307,0.272106286858005,0.156842665520662,0.294075043965722,0.199652663122752,0.249064699352392,-0.601386699002772,-0.409054013788095,-0.532069127596073,-0.433216650121041,-0.345460969600146,-0.613280272563336,-0.619484969639275,-0.267604168102978,-0.583945286692795,-0.459579336790849,0.300879808974811,0.333685851288637,-0.476450892743101,0.334839503017862,0.204565391198577,-0.639594576577327,0.229394780735228,0.302454582709387,0.0200293170887744,0.209314134411224,0.1491577154065,-0.00880005635106738,0.252072873967534,0.209717228408663,-0.0137220359608438,0.292310667775423,0.206255259347269,0.107179669743157,0.316167920453667,0.339254482824925,0.161864970117593,0.250434263721131,0.322750875255444,0.142146620220423,0.151677504672137,0.269894157635589
"MAPK3",0.178735299733832,0.0563501892566726,-0.0395273585370617,0.153319294146055,0.0266842747947514,0.0343061653178059,0.121252375171041,0.0272857174649256,0.0469380252153924,0.339563542077008,0.212231336791232,0.129770211813537,0.296281338539927,0.260656391414673,0.305447540167239,0.227556613237283,0.281435082176115,0.282561608873841,0.249262057938058,0.354069571495176,0.270213331535746,0.378457393870206,0.360384200375067,0.159732171500965,0.328232564705866,0.203467963318616,0.321619635389355,-0.782620828692279,-0.570493924680993,-0.768996208197015,-0.648270934058608,-0.455600564228313,-0.649060924993527,-0.629882126135831,-0.483371178197315,-0.703045254440197,-0.570530348892022,0.313464751477975,0.401784609836175,-0.609235055020312,0.336367069669101,0.217732453422388,-0.686096962888443,0.23848452930222,0.113221931504051,0.0268098542648783,0.249034749518906,0.266713034266628,-0.0557110470428305,0.285866417472487,0.296030094517095,-0.0228280524779167,0.32921677732392,0.203333940824044,0.194686065199854,0.341038718851948,0.363862616321722,0.238732748286732,0.312949450382656,0.337742662161702,0.302742641075407,0.216828926611193,0.303704873001286
"MAPK8",0.181401870337332,0.06739015258224,0.0301127300679277,0.15283886436952,0.141070239209481,0.120900710604591,0.192443024387381,0.0388605103390934,0.0312508158245988,0.299503149821951,0.191959196302266,0.128208066461144,0.24148348260624,0.307638371992213,0.277504473914844,0.264153137391878,0.172755604460838,0.257779858472381,0.287518137041776,0.188034900529436,0.188908702154624,0.177963732171422,0.278450347350534,0.14731754102354,0.317041310517491,0.158202142733776,0.230120329122329,-0.580156657363244,-0.268045244067,-0.518295163393234,-0.430691615027056,-0.345125370816383,-0.600517591029332,-0.577843474010284,-0.218178640783454,-0.499532498888051,-0.401878326438441,0.245442784548351,0.365508196327953,-0.476450892743101,0.336992569087271,0.245214072044577,-0.556410879542369,0.240060641448591,0.233705517902065,-0.00480335826191801,0.270599192217154,0.152223209929219,0.00688259858693201,0.252072873967534,0.215650077799893,0.0151742300677359,0.212161261209661,0.223117242378698,0.142232663180606,0.335038537982734,0.367231981849101,0.245499013086623,0.250434263721131,0.322750875255444,0.275442193872998,0.178592044115155,0.26026475531801
"MAPK9",0.348163705034993,0.300386372616075,0.202378375525709,0.288523700241324,0.275698478027351,0.132694276838035,0.25771681054835,0.200783189966929,-0.030863992892165,0.333389052925397,0.310740089599137,0.307848101202068,0.345149493650935,0.43076298054117,0.277504473914844,0.209875902118387,0.183108337230366,0.320071608696651,0.156931818742491,0.185274305497442,0.394794778088683,0.264941319567227,0.309328155305549,0.0735544657221309,0.137471646214759,0.207612339101403,0.240131606231966,-0.601386699002772,-0.425677640790541,-0.665548117726799,-0.419558077471326,-0.374549152575156,-0.626563573949297,-0.526775184134295,-0.251194374352739,-0.444671498558462,-0.43557823283569,0.346654557146336,0.341452155037161,-0.517405551587019,0.442839785334976,-0.0930820768534812,-0.606128977531141,0.214480119273414,0.120105556934465,0.143056896782345,0.293650278270173,0.262097635318945,-0.0502450542048168,0.132109673235437,0.0905264517656009,0.255839505817409,0.204966322379563,0.305029150499938,0.203218943120001,0.369444263904561,0.370730062321967,0.416720690856989,0.32128608708074,0.324075168810811,0.211062790019194,0.234943227148197,0.355135766037317
"MAPKAPK2",-0.222169663508967,-0.148974283952181,-0.179940022591102,-0.00889606670658163,-0.187941302447891,-0.266058407865522,-0.0363348403313746,-0.292690135659685,-0.332902241623903,0.437247808258664,0.292158019227246,0.234810998077568,0.404493337533237,0.334936364987912,0.410073330855338,0.371638853061734,0.40669073728232,0.42327801602005,0.143312040350325,0.458372406768346,0.420685824495639,0.327538641747276,0.307057718979356,0.266473954281054,0.229181192231006,0.249897381220321,0.472794588188134,-0.221893622351042,-0.199812544384812,-0.751254856464156,-0.351649786505048,-0.118778196496003,-1.17856622683472,-0.515791602678557,-0.706087035900748,-0.345462574150786,-0.327436016936192,0.351229481348911,0.379658014335378,-0.941419082091163,0.162449996606987,-0.010692823535085,-0.650716592485542,0.371987421486829,0.444786958034274,0.210020121194025,0.211190592578415,0.110725740255986,0.149870920357405,0.407296926258669,0.530203421938135,-0.0488823258375944,0.312408357472235,0.1964645604845,-0.303760901372563,0.297849712226278,0.214798682912235,-0.751559470229553,0.488050670764231,0.338422853711583,-0.413379233313564,0.322042023132556,0.369226261963869
"MTOR",0.181781521821863,0.0571402329551498,0.0337728396805915,0.015052547436523,0.170925960250311,-0.0455594364426868,0.215754715184708,0.0456951374626107,0.0469380252153924,0.279518314791329,0.242060855142585,0.127333838631238,0.148182108301116,0.260656391414673,0.305447540167239,0.203847028266756,0.321675621607279,0.199603299842454,0.249262057938058,0.354069571495176,0.270213331535746,0.4132417882354,0.351875600172972,0.227982655619464,0.331240152256658,0.249450790171165,0.373608722898743,-0.657428202824472,-0.543634021172657,-0.575959466254313,-0.57326181205828,-0.456600191079057,-0.636981956776898,-0.560116764075169,-0.452729237079796,-0.609285653868846,-0.544577255637536,0.306059103955427,0.304410108224021,-0.609235055020312,0.333423830942972,0.296628595212396,-0.730210204732565,0.241636753594961,0.219006708801406,0.0688785995588708,0.227019233427543,0.266713034266628,0.0179357935825909,0.122581139303467,0.292354322874106,0.144620611633792,0.192939683615162,0.233128044847068,0.178112635569805,0.336808802271008,0.352120841848508,0.241356295647336,0.319688870836633,0.35860545930436,0.189399269201749,0.169295285166002,0.272761523845199
"PAK1",0.069705825535078,0.0436553037615765,0.230055415555098,0.150414356511813,0.140577914408196,-0.0655169069577854,0.236140887519723,0.0206451558903435,0.153004743413121,0.308096146884463,0.212231336791232,0.327575341873109,-0.192641467890374,0.35095083249113,0.373090890161114,0.203847028266756,-0.238386258201467,0.348370938118627,0.20714126591219,0.240338416624227,0.674697153986136,0.238288205962969,0.431101962631315,0.30086094419489,0.0192380955751502,0.522069250127362,0.402476015897972,-0.453078643986263,-0.351095664888138,-0.980488528627955,-0.265634854740203,-0.191750043106842,-0.685647297224825,-0.577717953093025,-0.229105777227487,-0.257750390082089,-0.622158780486381,0.328634484959372,0.471235108156943,-0.311572630782537,0.333423830942972,-0.106659099627296,-0.568162157590021,0.273944114340228,0.328416632784434,0.244282720302569,0.314103887013301,0.338262614792869,-0.135946802855392,0.296508779254357,0.47446129732334,0.324411708810426,0.0531594697411978,0.482196944401553,-0.0475295675520339,0.43738949019585,0.275527367224096,-0.158466830282817,-0.0565495264048051,0.0920322772090004,-0.138783359759463,-0.196066912256487,0.392438091171188
"PLK1",0.119103563879771,0.0174828637726618,-0.16564386821602,-0.110648992398387,0.0256848022491013,-0.0224358157300306,0.0473277987166278,-0.0249353184249585,-0.0188337201856358,0.263639088911825,0.30397418866221,0.340664068006431,0.263175934312494,0.371852224263045,0.227891037624952,0.300749661546473,-0.022340281665041,0.173401523441748,0.20714126591219,0.0669190847068389,0.295602251196823,-0.0731236651883948,-0.0259411257155207,0.00287652478379659,0.131663900816015,0.138296259059906,0.262449622717816,0.0871585420825501,-0.0457565075750454,-0.0501629435285114,0.116426959109277,-0.084372753542867,-0.0231110822555223,0.0134860182265543,-0.0207797639872408,-0.0290120146955344,-0.0167503145451128,0.135325700407763,0.0265388633438813,0.0561540764254101,0.337618068505441,0.304304519107373,-0.0342574970304918,0.10866332845373,0.276828431010765,-0.115329118688474,0.174414487113616,0.0631144601095388,0.0179357935825909,0.24151406781441,0.208690975045003,0.00946136355168403,0.353326174576116,0.213566722988572,0.193742451120908,0.168670033940232,0.217861486013516,0.167947998269469,0.12055236197582,0.152335149075488,0.060439440397074,0.0603225044862784,0.157855488730055
"PRKAA1",-0.440934907153301,0.0571402329551498,0.0570858775924816,-0.165364697635932,0.0256848022491013,-0.456794258457723,0.121252375171041,-0.00737959603019369,-0.0956117840882706,0.36353244127377,0.423470015056177,0.327575341873109,-0.192641467890374,0.33635069218596,0.437708715498347,0.218447379505429,0.0066781054839492,0.298910947447774,0.258634840679346,-0.108550559614141,0.322686648813029,0.271401457890917,0.351875600172972,0.261069478945519,-0.0212219943476666,0.174162147976506,0.429590308491506,-0.532705607064606,-0.334894283863666,-0.215672941299827,-0.210730403390703,-0.380156275015439,0.0542435983692898,-0.116525211977838,-0.229105777227487,0.0900841201875639,-0.448782860258611,0.366321226278019,0.328553662187639,-0.0182125007286269,0.228371000458575,0.318616261703272,0.0531962464578523,0.293265275403071,0.163896280856412,0.0436246768611247,0.125201123277607,0.121656969483181,-0.219416796542162,0.252975422229431,0.361817073632549,-0.1244545249048,0.2420476322121,0.233128044847068,-0.154749138820039,0.0790504890726815,0.203502934708176,-0.158466830282817,0.246519087209162,0.311434883215654,-0.0326443013262756,-0.136799337299338,0.295681948265994
"PRKACA",-0.0034044198646325,0.135708748768681,0.230055415555098,-0.0691079776446176,0.140577914408196,0.263182187547906,0.215754715184708,-0.00217277824140336,-0.0320902100021464,0.279518314791329,0.196971596596071,0.115379974653427,-0.193201972648445,-0.0413395865171017,0.0740871639706084,0.0292982666158263,-0.351656166683188,0.173060827625494,0.204595608396735,0.240338416624227,0.367154349157794,0.4132417882354,0.450050755339597,0.261069478945519,-0.176845003809863,0.297018326083135,0.402476015897972,-0.212025492113621,-0.30281789620699,-0.9014389130403,0.100477535520746,0.0530198514665407,-0.672820891013237,-0.494915879907721,-0.192334490211956,0.127757883617346,-0.559285643972806,0.38468696670346,0.335997009895223,-0.0320550916901178,0.0164181404251302,0.160117570441218,-0.568162157590021,-0.203677258045122,0.290995034419622,0.187610762572709,0.191128554724405,-0.0357340714788402,0.177667519779589,0.252975422229431,0.561134404576295,-0.209130160250006,0.142325660423763,0.174563099780934,-0.0475295675520339,0.200867538567687,0.23664717439502,0.182974521264419,0.0659374068699809,0.282433959699883,0.371329697654784,-0.136799337299338,0.38076300288512
"PRKCB",0.74159524907125,0.387054621806437,0.561461819064169,0.936510244509541,1.28902926387229,0.69449872784844,0.713494304381817,0.714346737766277,0.682230608707836,0.166600938957522,-0.389387788014781,-0.0696554381345652,-0.238259653202012,-0.0160132314747562,0.11399054362008,-0.22958808853841,-0.419847490611292,0.214025440671346,0.20714126591219,-0.0396488378715803,0.344289210270132,0.4132417882354,0.644508610569126,0.348251266588437,0.0300168789941729,0.342375443744056,0.402476015897972,-0.212025492113621,-0.637482609507014,-0.785475158311589,-0.677280634939284,-0.657104839837041,-1.37126584473091,-0.560116764075169,-0.631176223778974,-0.643011226373517,-0.806766188323099,0.152327328556095,0.0819585957596005,-0.930842856542302,-0.679019314820714,0.134527081536328,-0.644058358225793,-0.497589172409507,0.247203828744182,0.587453181765551,0.157454929540715,0.121656969483181,1.21515806670251,-0.417036198020492,0.561134404576295,0.622776818599248,0.295599937620551,0.909187064539328,0.608840709920052,-0.122879207475907,0.392670572128922,0.712037173504411,0.225161926455785,0.365626186220107,0.597905487297775,0.307849708912315,0.4876221557211
"PRKCD",-0.0153499065009581,0.118541819633115,0.117835573729503,-0.136336309355062,0.0256848022491013,-0.0473255667362472,0.0473277987166278,-0.00217277824140336,-0.0320902100021464,0.305655411833838,0.276715480329442,0.109692205157296,0.186611790996419,0.129547799553422,0.0652443138232218,0.196193373311651,0.0447655819744158,0.221411130414701,0.330433352747499,0.318170274234713,0.250564326454827,0.271401457890917,0.239833329403303,0.235932741823045,0.2093641115017,0.223735635227199,0.429590308491506,-0.0702479735674878,-0.218006753982516,-0.490634928782591,-0.265634854740203,-0.23790175551753,-0.498755798502163,-0.468115112260532,-0.207251504339421,-0.257750390082089,-0.366774670290263,0.313464751477975,0.420617021189113,-0.239063134002773,0.0223242697504918,0.160117570441218,-0.31703215829265,0.159820048387418,0.21158456600159,-0.0669468876049298,0.227019233427543,0.13540837672639,-0.0594067611613794,-0.170296910836239,0.298171715313746,0.00946136355168403,0.32921677732392,0.174563099780934,0.103394130383483,0.299746793846626,0.23664717439502,-0.0182558842748961,0.143834286137417,0.193600637630288,0.060439440397074,0.110474712210205,0.354740411071297
"PRKCZ",-0.548497313270137,0.0137003151311941,0.173945494642301,-0.649935137452449,0.0675256477782834,0.00458115441013699,-0.0612063866789004,0.155275667535325,-0.0115530644454059,0.603348580410973,0.763413518516298,0.459591751776222,0.534150808520938,0.640741568328535,0.524063443331927,0.65347249967291,0.542723866389364,0.898799369779065,0.433271303704688,0.471013501436764,0.332747233059384,0.357764445283799,0.356704585967391,0.258266914558149,0.774832103368659,0.421584730504352,0.562320029818115,-0.39656891075877,-0.821262660263235,-1.32434618459949,-1.32254216082549,-1.08052112168517,-1.49019325351262,-0.487321572568465,-1.4457633152056,-1.23102293464271,-1.09744314985584,0.408590954512667,0.625308099043274,-1.71719518613278,0.620379579988924,0.512646422431319,-1.00673484240511,0.303055410248697,0.0904415922122865,-0.0528269428592234,0.495581118947025,0.453791454867044,0.185786681145542,0.478829843410637,0.659391706255181,0.0342807660308278,0.725812094603904,0.106534820711954,0.2306973357601,0.48974980199539,0.472756287005674,-0.0252991151838002,0.599966793253203,0.312156519607297,0.30402812687716,0.270044579168811,0.440030123446144
"PRKD1",-0.440934907153301,-0.0922010402684588,-0.242069117729601,-0.168206489924976,-0.696250890185598,-0.511146089740766,0.388598196346751,0.123717681051039,-0.52169519305588,0.448444373573549,0.498140461484551,0.35992979099784,0.49709736718703,0.426936180709119,0.533162205093846,0.39617165843294,0.412491834067941,0.527064320333866,0.365472988839539,0.305268275015512,0.394066690159946,0.562077391379314,0.116650733696068,0.271878429616589,0.634552491203674,0.28803109528896,0.515998867884761,-0.212025492113621,-0.334894283863666,-0.215672941299827,0.100477535520746,-0.4057475175815,0.0542435983692898,0.14532622608571,-0.396844145772018,0.239811696182903,-0.448782860258611,0.403925116716279,0.621934382197918,-0.0182125007286269,0.343827357884092,0.579616049501918,-0.0333723133437184,0.293265275403071,0.518606480490625,-0.687799887917517,0.425013076628105,0.126651332493184,-0.510488421120203,0.449517584049695,0.43838313423674,-0.109457628804614,0.536877391575077,0.252963809674728,0.284878758329329,0.367507661950635,0.203502934708176,-0.132563562237,0.606325724103985,0.394411747723282,-0.415463417695557,0.336234337352796,0.295681948265994
"PRKG1",-0.205697377333887,0.225743214056319,-0.035442858560288,0.150414356511813,0.0256848022491013,-0.0473255667362472,0.236140887519723,-0.505734393676027,-0.176110872303933,0.279518314791329,0.195949666967857,0.109692205157296,0.300611653624,0.333522037789864,0.374906712063689,0.203847028266756,0.584527565199984,0.221411130414701,0.229825453606715,0.636758727858015,0.674697153986136,0.562077391379314,0.644508610569126,0.68169988054571,0.19790538689281,0.711881457326502,0.597880949430648,-0.212025492113621,-0.637482609507014,-0.980488528627955,-0.57326181205828,-1.01786382605963,-1.37126584473091,-0.536667325449392,-1.66808195093125,-0.818683031918918,-1.05276564875812,-0.0291801724725517,0.0919777273932323,-1.31856243070466,0.177176685052172,0.507846809877073,-0.733271027381064,0.146465277646102,0.831732711670836,0.244282720302569,0.110176928332598,0.490747830313735,0.177667519779589,0.219929009503004,0.73255304208375,-0.267265737354299,0.0531594697411978,0.751807898272869,-0.190475596907353,0.299746793846626,0.446496055301591,-0.745434989067708,0.225161926455785,0.282433959699883,-0.411295048931571,0.336234337352796,0.55358756742926
"ROCK1",0.084308616297574,0.120151387673713,0.0765785780058108,-0.0691079776446176,0.230076231064336,-0.0473255667362472,0.104251796708509,0.0711627521166971,-0.176110872303933,0.305655411833838,0.297930261439695,0.363642881439113,0.125045317334629,0.309471817806136,0.242533410500413,0.218447379505429,0.288943935926114,0.375068419632218,0.20714126591219,0.576493023937835,0.344289210270132,0.4132417882354,0.598421851890165,0.313227149877344,0.0300168789941729,0.297018326083135,0.534110995447014,-0.453078643986263,-0.637482609507014,-0.980488528627955,-0.130037760951816,-0.4057475175815,-0.672820891013237,-0.560116764075169,-0.192334490211956,-0.806599147986919,-0.685349960264408,0.298533845981543,0.471235108156943,-0.721363563126652,0.177176685052172,0.160117570441218,-0.568162157590021,0.273944114340228,0.544581345338455,0.189045459028165,0.412977108927728,0.121656969483181,0.193905842511494,0.332177087606996,0.561134404576295,-0.0326936271106182,0.295599937620551,0.543625055066225,-0.0475295675520339,0.336808802271008,0.392670572128922,0.0131772936884488,0.225161926455785,0.403990727793592,0.12508539017821,0.105362375839783,0.432345386295717
"RPS6KA1",0.084308616297574,0.118541819633115,-0.035442858560288,0.319098800115616,0.0921792715238684,-0.0473255667362472,0.261540651995707,-0.00217277824140336,-0.0320902100021464,0.575203113744407,0.306792098218714,0.42110326605709,0.110050091583535,0.214833232705913,0.374906712063689,0.218447379505429,-0.0383389073811282,0.527064320333866,-0.494601753643361,0.43807181174235,0.322686648813029,0.418592464038616,0.385205534350298,0.0284383616958882,0.0419081786198915,0.52616528890249,0.335221961597225,-0.573101808556425,-0.329838891248873,-0.980488528627955,-0.385177276922555,-0.380156275015439,-0.91316593895819,-1.00094973092401,-0.192334490211956,-0.669900717267797,-0.448782860258611,-0.0181034171493454,0.114731162796535,-0.56427573347767,0.185441539132821,0.134527081536328,-0.733271027381064,-0.0502516776316215,0.546025759290301,0.117467629127535,0.324200655402466,0.20701973399188,-0.219416796542162,0.250186979350048,0.235284378921887,-0.131617852985495,0.249804115903651,0.174563099780934,0.166190091741044,0.016165079953827,0.250918358815682,0.325427731736126,0.118420743624641,0.193578221756885,0.380702302206296,0.216828926611193,-0.0080967406231663
"RPS6KA3",-0.12335303086087,-0.0864797333153983,0.097207075867657,0.0142243057009927,0.185327072736266,0.317561819201882,0.168503545177875,-0.0558470208208243,-0.0277889562895299,0.492904169744476,0.406414271232055,0.51699210380893,0.364874487832262,0.363384324133608,0.47572152831388,0.211147203886092,0.377110182102201,0.319133648158966,0.511969908698906,0.66059122256251,0.679942379707001,0.415917126137008,0.63121802928364,0.514975573567074,0.52093602831939,0.775339630684705,0.530872549970886,-0.687765514679072,-0.603988267094004,-0.999237756994526,-0.718020704818387,-0.809848828738096,-1.30854343970478,-0.593402883117872,-1.4457633152056,-1.34634632802612,-0.69072552515064,0.492989867201868,0.223812808186669,-1.20889890151264,0.255300257997572,0.378096981074519,-0.74330523991146,0.256214321821224,0.609789634717801,-0.10920448352856,0.261577018630163,0.414505222553302,-0.0486712378034703,0.314342933430676,0.714012753039391,0.29643615200482,0.228798367601411,0.683684686030695,0.19875297690452,0.363824488797217,0.440871868521881,0.172859081558753,0.597873543223091,0.409931216963126,0.121676494461366,0.28345864133161,0.423863924941069
"RPS6KB1",-0.44827351524282,0.0131703896823283,0.363784723449366,0.101993116634367,0.0589320368864849,0.0560735838273688,0.315690220996781,0.128998203068154,0.0152417252051558,0.335814294079116,-0.164866173631271,0.103688462423357,-0.325862065344808,0.356084253981023,0.224496938017149,-0.348426339999825,-0.656875368390306,0.402814247786079,0.286307127375865,0.100344789376323,0.355721779713963,0.352056986724046,0.638758256150968,0.23500200746608,-0.00362531811684748,0.694969450475308,0.368848988747599,-0.332552068049942,-0.0491337218920103,0.101080739562555,-0.014780112715535,-0.232264514279153,0.127549481882431,-0.121330715042322,0.119300502036414,0.183784789900125,-0.16814837194912,0.313584165470457,0.512523995543515,0.191042568902028,-0.2242854636124,0.295074576217877,0.0943084788749438,0.0532394903961118,0.756607202695047,0.159674204339177,-0.25579834620619,0.306202399898458,-0.0664613805911508,0.274742100741894,0.745101025008908,0.436228057657916,-0.151873357353637,0.355335685488472,-0.0357982006306768,-0.143917368179406,0.44584354541934,-0.0256256602848652,-0.0556009815317061,0.304724963944773,0.120959471223416,-0.447383680207647,0.275146789950621
"SIK1",-0.224499509595497,0.0964244908619153,0.097207075867657,-0.133505995040535,0.0831313583286485,-0.310353101805394,0.262501225383294,0.0348458399272959,0.00453871467732167,0.335814294079116,0.436747057616989,0.11802128068735,0.17418258191362,0.334936364987912,0.406307713781018,0.211147203886092,0.0257218437291825,0.313565231591452,0.349869358852019,0.21673776032874,0.401425174773684,0.429146256638,0.451889952322384,0.357454835265918,0.12249744170247,0.432222346935709,0.518558600874263,-0.768060824618744,-0.342994974375902,-0.379008354255299,-0.418707220787023,-0.392951896298469,-0.780788538010583,-0.515791602678557,-0.864171589580363,-0.967381103551454,-0.833063058996247,0.398969063373668,0.378307015542168,-0.0716229992061188,0.206906269795698,0.568713443209457,-0.589831468613743,0.30208733778076,0.243141205279561,0.0593451826184545,0.209073894075974,0.221651216295497,-0.035186139398186,0.236452215866218,0.615755451360506,0.0828756970819596,0.202022214897186,0.360848808081713,-0.0855053078643149,0.303452208949475,0.227210646761929,0.206623387957035,0.273074325350781,0.367817905967338,0.37601599993054,0.13784917478045,0.38223755787078
"TBK1",-0.636835571985289,-0.625433047590161,-0.0241388465046851,-0.781303324968515,-0.102182665408981,-0.278501271180463,-0.521132213655814,-0.373497948865312,-0.00354679913298773,0.720518851432711,0.670293000594552,0.648436444235481,0.290907323331407,0.553010352079687,0.533162205093846,0.586136055444798,0.153543914069629,0.45725755745353,0.365472988839539,0.464448641774765,0.394066690159946,0.0153473490602337,0.266634647397173,0.307809260274088,0.461446237948978,0.399304853366053,0.426803213950714,0.212601037339781,0.0560165633485969,-0.296516045797004,0.200124615895141,-0.084372753542867,0.0914802403647132,-0.0773623768217509,-0.0930375066844925,0.0900841201875639,-0.366774670290263,0.433353206118083,0.333575083322325,0.115414182822975,0.64582475928427,0.345974825528484,0.187650692528203,0.630296031540544,0.518606480490625,-0.975733578747599,0.545486525496348,0.20701973399188,-0.440097535428962,0.47015734257862,0.0869778494805687,-0.131617852985495,0.536877391575077,0.641318488300279,-0.0240668337093198,0.393620155108364,0.380768080541997,0.24756545229331,0.457412071356184,0.193578221756885,-0.0698168102777327,0.474349169246932,0.445665969645394
